SN,Author,Abstract,Model,Model_detail,Purpose,Specialty,Use,n,Age,Female,AUC,Accuracy,Recall,Specificity,Precision,Sensitivity,PPV,NPV,F1-Score,Validation,Interpretable,Bias,Applicable,Country,Setting,n_normalized,Age_normalized,CV_Clean,Study Design,DOI,Paywall
9,"You, 2022","Sagittal craniosynostosis (CSO) occurs when the sagittal suture of a growing child's skull is fused prematurely. Surgery, which involves re-moving the affected bones and increasing the volume of the cranium by repositioning the bone segments or using external forces to guide, is the primary treatment for CSO. For preparation of the surgery, physicians usually classify sagittal CSO subtypes by examining the reconstruction of skulls from CT images or the laser scans of the patients' 3D skull. We have proposed an automated sagittal CSO classification algorithm based on features extracted from projected 3D skull images. However, these features would become invalid if they were extracted from irregular skulls or skulls with completely closed sutures. In order to tackle this problem, we proposed a 3D skull multi-view images-based algorithm to classify the subtypes of sagittal CSO, like the physicians diagnosing these 3D reconstruction images of skulls or laser scans. Our innovations include: 1) the first to propose a multi-view learning algorithm to classify the subtypes of sagittal CSO cases, 2) 3D rendering and a patch-based erosion method are adopted for data augmentation to keep the original ratio and shape of the images, and 3) utilizing a transfer leaning training strategy to train the convolutional neural network (CNN) and a multi-view-based prediction strategy for classifying the cases.",Neural network,CNN,Diagnosis,Neurosurgery,Craniosynostosis (CT),180,7.381333333,0.24,,0.85,0.91068,0.91579,0.89185,0.90198,0.93917,0.94156,0.8749,Internal,Yes,Low,Yes,USA,Hospital,-0.214123317,0.176644298,Radiology,Retrospective review,https://doi.org/10.1007/s00521-022-07310-5,Paywall
10,"Yahara, 2022","BACKGROUND: Adolescent idiopathic scoliosis (AIS) is a three-dimensional spinal deformity that predominantly occurs in girls. While skeletal growth and maturation influence the development of AIS, accurate prediction of curve progression remains difficult because the prognosis for deformity differs among individuals. The purpose of this study is to develop a new diagnostic platform using a deep convolutional neural network (DCNN) that can predict the risk of scoliosis progression in patients with AIS. METHODS: Fifty-eight patients with AIS (49 females and 9 males; mean age: 12.5 +/- 1.4 years) and a Cobb angle between 10 and 25 degrees (mean angle: 18.7 +/- 4.5) were divided into two groups: those whose Cobb angle increased by more than 10 degrees within two years (progression group, 28 patients) and those whose Cobb angle changed by less than 5 degrees (non-progression group, 30 patients). The X-ray images of three regions of interest (ROIs) (lung [ROI1], abdomen [ROI2], and total spine [ROI3]), were used as the source data for learning and prediction. Five spine surgeons also predicted the progression of scoliosis by reading the X-rays in a blinded manner. RESULTS: The prediction performance of the DCNN for AIS curve progression showed an accuracy of 69% and an area under the receiver-operating characteristic curve of 0.70 using ROI3 images, whereas the diagnostic performance of the spine surgeons showed inferior at 47%. Transfer learning with a pretrained DCNN contributed to improved prediction accuracy. CONCLUSION: Our developed method to predict the risk of scoliosis progression in AIS by using a DCNN could be a valuable tool in decision-making for therapeutic interventions for AIS.",Neural network,CNN,Surgical Outcome Prediction,Orthopedic Surgery,AIS Progression,58,12.2,0.84,0.7,0.69,0.61,0.77,0.55834,0.61,0.4978,0.7973,0.5998,Cross-validation,Yes,Low,Yes,Japan,Hospital,-0.217815251,0.908944151,0,Retrospective review,https://dx.doi.org/10.1186/s12891-022-05565-6,
11,"Wang, 2022","Objectives: To investigate the individual measures of brain glucose metabolism, neural activity obtained from simultaneous <sup>18</sup>[F]FDG PET/MRI, and their association with surgical outcomes in medial temporal lobe epilepsy due to hippocampal sclerosis (mTLE-HS). Method(s): Thirty-nine unilateral mTLE-HS patients who underwent anterior temporal lobectomy were classified as having completely seizure-free (Engel class IA; n = 22) or non-seizure-free (Engel class IB-IV; n = 17) outcomes at 1 year after surgery. Preoperative [<sup>18</sup>F]FDG PET and functional MRI (fMRI) were obtained from a simultaneous PET/MRI scanner, and individual glucose metabolism and fractional amplitude of low-frequency fluctuation (fALFF) were evaluated by standardizing these with respect to healthy controls. These abnormality measures and clinical data from each patient were incorporated into a machine learning framework (gradient boosting decision tree and logistic regression analysis) to estimate seizure recurrence. The predictive values of features were evaluated by the receiver operating characteristic (ROC) curve in the training and test cohorts. Result(s): The machine learning classification model showed [<sup>18</sup>F]FDG PET and fMRI variations in contralateral hippocampal network and age of onset identify unfavorable surgical outcomes effectively. In the validation dataset, the logistic regression model with [<sup>18</sup>F]FDG PET and fALFF obtained from simultaneous [<sup>18</sup>F]FDG PET/MRI gained the maximum area under the ROC curve of 0.905 for seizure recurrence, higher than 0.762 with <sup>18</sup>[F]-FDG PET, and 0.810 with fALFF alone. Conclusion(s): Machine learning model suggests individual [<sup>18</sup>F]FDG PET and fMRI variations in contralateral hippocampal network based on <sup>18</sup>[F]-FDG PET/MRI could serve as a potential biomarker of unfavorable surgical outcomes. Key Points: * Individual [<sup>18</sup>F]FDG PET and fMRI obtained from preoperative [<sup>18</sup>F]FDG PET/MR were investigated. * Individual differences were further assessed based on a seizure propagation network. * Machine learning can classify surgical outcomes with 90.5% accuracy. Copyright © 2021, The Author(s), under exclusive licence to European Society of Radiology.",Ensemble learner,Gradient Boosted Decision Tree,Surgical Outcome Prediction,Neurosurgery,Seizure recurrence,39,27.2,0.34729,0.905,0.95069,1,0.714,0.96525,1,0.6193,0.97907,0.97436,Internal,No,Low,Yes,China,Hospital,-0.218390224,3.188516189,0,Retrospective review,https://dx.doi.org/10.1007/s00330-021-08490-9,Paywall
12,"Sughimoto, 2022","BACKGROUND: Although serum lactate levels are widely accepted markers of haemodynamic instability, an alternative method to evaluate haemodynamic stability/instability continuously and non-invasively may assist in improving the standard of patient care. We hypothesise that blood lactate in paediatric ICU patients can be predicted using machine learning applied to arterial waveforms and perioperative characteristics. METHODS: Forty-eight post-operative children, median age 4 months (2.9-11.8 interquartile range), mean baseline heart rate of 131 beats per minute (range 33-197), mean lactate level at admission of 22.3 mg/dL (range 6.3-71.1), were included. Morphological arterial waveform characteristics were acquired and analysed. Predicting lactate levels was accomplished using regression-based supervised learning algorithms, evaluated with hold-out cross-validation, including, basing prediction on the currently acquired physiological measurements along with those acquired at admission, as well as adding the most recent lactate measurement and the time since that measurement as prediction parameters. Algorithms were assessed with mean absolute error, the average of the absolute differences between actual and predicted lactate concentrations. Low values represent superior model performance. RESULTS: The best performing algorithm was the tuned random forest, which yielded a mean absolute error of 3.38 mg/dL when predicting blood lactate with updated ground truth from the most recent blood draw. CONCLUSIONS: The random forest is capable of predicting serum lactate levels by analysing perioperative variables, including the arterial pressure waveform. Thus, machine learning can predict patient blood lactate levels, a proxy for haemodynamic instability, non-invasively, continuously and with accuracy that may demonstrate clinical utility.",Ensemble learner,Random Forest,Adverse Event Prediction,Cardiac Surgery,Hemodynamic instability,48,0.333333333,0.479166667,0.6996,0.73,0.78252,0.7791,0.62021,0.7662,0.7186,0.7405,0.6623,Cross-validation,No,Unclear,Yes,Japan,Hospital,-0.218117868,-0.894450616,0,Prospective,https://dx.doi.org/10.1017/S1047951122000932,
13,"Son, 2022: NEC-IP","Intestinal perforation (IP) in preterm infants is a life-threatening condition that may result in serious complications and increased mortality. Early Prediction of IP in infants is important, but challenging due to its multifactorial and complex nature of the disease. Thus, there are no reliable tools to predict IP in infants. In this study, we developed new machine learning (ML) models for predicting IP in very low birth weight (VLBW) infants and compared their performance to that of classic ML methods. We developed artificial neural networks (ANNs) using VLBW infant data from a nationwide cohort and prospective web-based registry. The new ANN models, which outperformed all other classic ML methods, showed an area under the receiver operating characteristic curve (AUROC) of 0.8832 for predicting IP associated with necrotizing enterocolitis (NEC-IP) and 0.8797 for spontaneous IP (SIP). We tested these algorithms using patient data from our institution, which were not included in the training dataset, and obtained an AUROC of 1.0000 for NEC-IP and 0.9364 for SIP. NEC-IP and SIP in VLBW infants can be predicted at an excellent performance level with these newly developed ML models. https://github.com/kdhRick2222/Early-Prediction-of-Intestinal-Perforation-in-Preterm-Infants .",Neural network,NN,Adverse Event Prediction,General Surgery,Intestinal perforation,12555,0.79353653,0.5,1,0.91359,0.7833,0.94912,0.78321,0.7698,0.6763,0.8664,0.83454,External,No,Low,Yes,Korea,Registry,0.160365905,-0.82451286,0,Retrospective review,https://dx.doi.org/10.1038/s41598-022-16273-5,
13,"Son, 2022: IP","Intestinal perforation (IP) in preterm infants is a life-threatening condition that may result in serious complications and increased mortality. Early Prediction of IP in infants is important, but challenging due to its multifactorial and complex nature of the disease. Thus, there are no reliable tools to predict IP in infants. In this study, we developed new machine learning (ML) models for predicting IP in very low birth weight (VLBW) infants and compared their performance to that of classic ML methods. We developed artificial neural networks (ANNs) using VLBW infant data from a nationwide cohort and prospective web-based registry. The new ANN models, which outperformed all other classic ML methods, showed an area under the receiver operating characteristic curve (AUROC) of 0.8832 for predicting IP associated with necrotizing enterocolitis (NEC-IP) and 0.8797 for spontaneous IP (SIP). We tested these algorithms using patient data from our institution, which were not included in the training dataset, and obtained an AUROC of 1.0000 for NEC-IP and 0.9364 for SIP. NEC-IP and SIP in VLBW infants can be predicted at an excellent performance level with these newly developed ML models. https://github.com/kdhRick2222/Early-Prediction-of-Intestinal-Perforation-in-Preterm-Infants .",Neural network,NN,Adverse Event Prediction,General Surgery,Intestinal perforation,12555,0.773285845,0.5,0.9364,0.91532,0.82564,0.96143,0.76928,0.8282,0.7414,0.8691,0.82705,External,No,Low,Yes,Korea,Registry,0.160365905,-0.827590387,0,Retrospective review,https://dx.doi.org/10.1038/s41598-022-16273-5,
14,"Sikidar, 2022","At early stages, adolescent idiopathic scoliosis (AIS) is quite hard to be distinguished from healthy (HC) subjects by the naked eye. AIS demands multiple corrective surgeries when detected later, thereby causing significant physical and psychological trauma as no mathematical models exist for the classification of mild AIS (MS) (20degree < Cobb's angle < 40degree) from HC, we propose a k-nearest neighbour (kNN) method based model. In this work, we collected both the EMG and GRF data from nine severe AIS (SS), three MS and four female HC during gait. Delayed muscle activation in Erector spinatus Iliocostalis, Gluteus Medius and Gastrocnemius lateralis was observed in SS compared to HC. However, no such distinction was noticed between MS and HC motivating for a mathematical model. Eighteen time-domain and nine frequency-domain features were computed from the EMG data of 14 lower extremity muscles, while five time-domain features were calculated from GRF data during gait. Out of all the features computed for each subject, the principal component analysis (PCA) yielded 15 principal components that coupled both time and frequency domains (TFD). Further, the kNN model classified SS, MS and HC from each other by these 15 TFD features. The model was trained and validated using 32 and 21 EMG and GRF data datasets during gait, respectively. The classification and validation accuracy of 90.6% and 85.7% were obtained among SS, MS and HC. The proposed model is capable of early detection of AIS and can be used by medical professionals to plan treatments and corrective measures. Copyright © 2022 Nalecz Institute of Biocybernetics and Biomedical Engineering of the Polish Academy of Sciences",KNN,KNN,Diagnosis,Orthopedic Surgery,AIS (gait data),32,17,0.614372529,0.93,0.857,0.83992,0.84581,0.53701,0.8494,0.6049,0.95228,0.6739,Internal,No,High,Yes,India,Hospital,-0.218602057,1.638407203,0,Retrospective review,https://dx.doi.org/10.1016/j.bbe.2022.06.006,Paywall
15,"Sidpra, 2022","BACKGROUND: Postoperative pediatric cerebellar mutism syndrome (pCMS) is a common but severe complication that may arise following the resection of posterior fossa tumors in children. Two previous studies have aimed to preoperatively predict pCMS, with varying results. In this work, we examine the generalization of these models and determine if pCMS can be predicted more accurately using an artificial neural network (ANN). METHODS: An overview of reviews was performed to identify risk factors for pCMS, and a retrospective dataset was collected as per these defined risk factors from children undergoing resection of primary posterior fossa tumors. The ANN was trained on this dataset and its performance was evaluated in comparison to logistic regression and other predictive indices via analysis of receiver operator characteristic curves. The area under the curve (AUC) and accuracy were calculated and compared using a Wilcoxon signed-rank test, with P < .05 considered statistically significant. RESULTS: Two hundred and four children were included, of whom 80 developed pCMS. The performance of the ANN (AUC 0.949; accuracy 90.9%) exceeded that of logistic regression (P < .05) and both external models (P < .001). CONCLUSION: Using an ANN, we show improved prediction of pCMS in comparison to previous models and conventional methods.",Neural network,NN,Adverse Event Prediction,Neurosurgery,Cerebellar mutism syndrome,204,5.92,0.387,0.949,0.909,0.77,0.993,0.86951,0.77,0.727,0.96,0.86719,Cross-validation,Yes,High,Yes,UK,Multicenter,-0.213397035,-0.045436675,0,Retrospective review,https://dx.doi.org/10.1093/noajnl/vdac003,
16,"Shih, 2022","Purpose 18F-FDG PET is widely used in epilepsy surgery. We established a robust quantitative algorithm for the lateralization of epileptogenic foci and examined the value of machine learning of 18F-FDG PET data in medial temporal lobe epilepsy (MTLE) patients. Patients and Methods We retrospectively reviewed patients who underwent surgery for MTLE. Three clinicians identified the side of MTLE epileptogenesis by visual inspection. The surgical side was set as the epileptogenic side. Two parcellation paradigms and corresponding atlases (Automated Anatomical Labeling and FreeSurfer aparc + aseg) were used to extract the normalized PET uptake of the regions of interest (ROIs). The lateralization index of the MTLE-associated regions in either hemisphere was calculated. The lateralization indices of each ROI were subjected for machine learning to establish the model for classifying the side of MTLE epileptogenesis. Result Ninety-three patients were enrolled for training and validation, and another 11 patients were used for testing. The hit rate of lateralization by visual analysis was 75.3%. Among the 23 patients whose MTLE side of epileptogenesis was incorrectly determined or for whom no conclusion was reached by visual analysis, the Automated Anatomical Labeling and aparc + aseg parcellated the associated ROIs on the correctly lateralized MTLE side in 100.0% and 82.6%. In the testing set, lateralization accuracy was 100% in the 2 paradigms. Conclusions Visual analysis of 18F-FDG PET to lateralize MTLE epileptogenesis showed a lower hit rate compared with machine-assisted interpretation. While reviewing 18F-FDG PET images of MTLE patients, considering the regions associated with MTLE resulted in better performance than limiting analysis to hippocampal regions. Copyright © Wolters Kluwer Health, Inc. All rights reserved.",Neural network,NN,Surgical Outcome Prediction,Neurosurgery,Epilepsy resolution,93,34.61,0.624,0.8309,0.968,0.83094,0.552,0.59636,0.8472,0.6075,0.94299,0.6808,Internal,No,Low,Yes,Taiwan,Hospital,-0.216756089,4.314624775,Radiology,Retrospective review,https://dx.doi.org/10.1097/RLU.0000000000004072,
17,"Shi, 2022","BACKGROUND & AIMS: Malnutrition is persistent in 50%-75% of children with congenital heart disease (CHD) after surgery, and early prediction is crucial for nutritional intervention. The aim of this study was to develop and validate machine learning (ML) models to predict the malnutrition status of children with CHD. We used explainable ML methods to provide insight into the model's predictions and outcomes. METHODS: This prospective cohort study included consecutive children with CHD admitted to the hospital from December 2017 to May 2020. The cohort data were divided into the training and test data sets based on the follow-up time. The outcome of the study was CHD child malnutrition 1 year after surgery, the primary outcome was an underweight status, and the secondary outcomes were stunted and wasting status. We used five ML algorithms with multiple features to construct prediction models, and the performance of these ML models was measured by an area under the receiver operating characteristic curve (AUC) analysis. We also used the permutation importance and SHapley Additive exPlanations (SHAP) to determine the importance of the selected features and interpret the ML models. RESULTS: We enrolled 536 children with CHD who underwent complete repair. The proportions of children with an underweight, stunted, or wasting status 1 year after surgery were 18.1% (97/536), 12.1% (65/536), and 17.5% (94/536), respectively. All patients contributed to the generation of 115 useable features, which allowed us to build models to predict malnutrition. Five prediction algorithms were used, and the XGBoost model achieved the greatest AUC in all outcomes. The results obtained from the permutation importance and SHAP analyses showed that the 1-month postoperative WAZ-score, discharge WAZ score and preoperative WAZ score were the top 3 important features in predicting an underweight status in the XGBoost algorithm. Regarding the stunted status, the top 3 important features were the 1-month postoperative HAZ score, discharge HAZ score, and aortic clamping time. Regarding the wasting status, the top 3 important features were the hospital length of stay, formula intake, and discharge WHZ-score. We also used a narrative case report as an example to describe the clinical manifestations and predicted the primary outcomes of two children. CONCLUSIONS: We developed an ML model (XGBoost) that provides accurate early predictions of malnutrition 1-year postoperatively in children with CHD. Because the ML model is explainable, it may better enable clinicians to better understand the reasoning underlying the outcome. Our study could aid in determining individual treatment and nutritional follow-up strategies for children with CHD.",Ensemble learner,Extreme Gradient Boosting,Adverse Event Prediction,Cardiac Surgery,Malnutrition,536,0.38,0.403,0.91,0.84,0.84,0.93,0.81971,0.84,0.7873,0.7939,0.83191,External,Yes,Low,Unclear,china,Hospital,-0.203350132,-0.887358614,0,Prospective,https://dx.doi.org/10.1016/j.clnu.2021.11.006,Paywall
18,"Salekin, 2022","Artificial Intelligence (AI)-based methods allow for automatic assessment of pain intensity based on continuous monitoring and processing of subtle changes in sensory signals, including facial expression, body movements, and crying frequency. Currently, there is a large and growing need for expanding current AI-based approaches to the assessment of postoperative pain in the neonatal intensive care unit (NICU). In contrast to acute procedural pain in the clinic, the NICU has neonates emerging from postoperative sedation, usually intubated, and with variable energy reserves for manifesting forceful pain responses. Here, we present a novel multi-modal approach designed, developed, and validated for assessment of neonatal postoperative pain in the challenging NICU setting. Our approach includes a robust network capable of efficient reconstruction of missing modalities (e.g., obscured facial expression due to intubation) using an unsupervised spatio-temporal feature learning with a generative model for learning the joint features. Our approach generates the final pain score along with the intensity using an attentional cross-modal feature fusion. Using experimental dataset from postoperative neonates in the NICU, our pain assessment approach achieves superior performance (AUC 0.906, accuracy 0.820) as compared to the state-of-the-art approaches.",Neural network,NN,Adverse Event Prediction,General Surgery,Neonatal pain,45,0.038356164,0.470092529,0.9055,0.8202,0.8202,0.85142,0.823,0.8261,0.7864,0.7505,0.8207,None,No,High,Yes,USA,Hospital,-0.218208654,-0.93927873,0,Retrospective review,https://doi.org/10.1007/978-3-031-16437-8_72,Paywall
19,"Saez, 2022","BACKGROUND: An Ommaya reservoir can be used to treat posthemorrhagic hydrocephalus secondary to intraventricular hemorrhage of prematurity until an acceptable weight can be obtained to place a permanent shunt. Identifying newborns at higher risk of developing shunt conversion may improve the management of these patients. This study aimed to develop a predictive algorithm for conversion of an Ommaya reservoir to a permanent shunt using artificial intelligence techniques and classical statistics. METHODS: A database of 43 preterm patients weighing <=1500 g with posthemorrhagic hydrocephalus (Papile grades III and IV with Levene ventricular index >4 mm above the 97th percentile) managed with an Ommaya reservoir at our institution between 2002 and 2017 was used to train a k-nearest neighbor algorithm. Validation of results was done with cross-validation technique. Three scenarios were calculated: 1) considering all features regardless whether or not they are correlated with the output variable; 2) considering the features as predictors if they have a correlation >30% with the output variable; 3) considering the output of the previous analysis. RESULTS: When considering the outputs of a previous multivariate analysis, the algorithm reached 86% of cross-validation accuracy. CONCLUSIONS: The use of machine learning-based algorithms can help in early identification of patients with permanent need of a shunt. We present a predictive algorithm for a permanent shunt with an accuracy of 86%; accuracy of the algorithm can be improved with larger volume of data and previous analysis.",KNN,KNN,Decision Support,Neurosurgery,Patient selection: VP shunt,43,17.357,0.487142659,0.846,0.86,0.83212,0.6987,0.55066,0.8518,0.6049,0.94888,0.6639,Cross-validation,No,High,Yes,Spain,Hospital,-0.218269177,1.692661018,0,Retrospective review,https://dx.doi.org/10.1016/j.wneu.2022.02.120,Paywall
